105.456000	0.137093	0.000000
100.183200	1.550203	0.000000
94.910400	2.857858	0.000000
84.364800	5.156798	0.000000
73.819200	7.055006	0.000000
63.273600	8.584118	0.000000
52.728000	9.691406	0.000000
42.182400	10.334688	0.000000
31.636800	10.292506	0.000000
26.364000	9.923410	0.000000
21.091200	9.280128	0.000000
15.818400	8.320478	0.000000
10.545600	6.949550	0.000000
7.909200	6.074266	0.000000
5.272800	4.988069	0.000000
2.636400	3.574958	0.000000
1.318200	2.573126	0.000000
0.000000	0.000000	0.000000
