80.85	0	0
80.719023	0.101871	0
80.378644	0.399399	0
79.900012	0.838414	0
79.293637	1.330791	0
78.514243	1.819125	0
77.522214	2.30665	0
76.313506	2.810346	0
74.898631	3.327786	0
73.283248	3.854928	0
71.476251	4.387729	0
69.488149	4.922956	0
67.329454	5.456566	0
65.013102	5.984517	0
62.552836	6.503574	0
59.963211	7.010503	0
57.260396	7.500455	0
54.46056	7.971001	0
51.580683	8.418102	0
48.637743	8.840948	0
45.651952	9.237113	0
42.643524	9.605788	0
39.636713	9.946975	0
36.65739	10.254205	0
33.731428	10.519393	0
30.87904	10.729603	0
28.117204	10.871899	0
25.458048	10.935771	0
22.918549	10.918793	0
20.511645	10.790241	0
18.224398	10.540415	0
16.045491	10.182249	0
13.975731	9.723021	0
12.016735	9.180517	0
10.179823	8.568483	0
8.474697	7.899045	0
6.908632	7.178671	0
5.488906	6.41949	0
4.222795	5.631202	0
3.116767	4.825128	0
2.178099	4.015011	0
1.418917	3.202468	0
0.831138	2.388309	0
0.400207	1.591936	0
0.125317	0.83518	0
0.004043	0.143913	0
