0.004043	0.143913	0
0.035574	-0.453568	0
0.213444	-0.90552	0
0.637906	-1.153729	0
1.389003	-1.253175	0
2.430351	-1.280664	0
3.740929	-1.238622	0
5.304568	-1.135134	0
7.10429	-0.971817	0
9.121497	-0.747862	0
11.33517	-0.455185	0
13.749351	-0.060637	0
16.394763	0.432547	0
19.27464	0.98071	0
22.37362	1.558788	0
25.669875	2.144142	0
29.141574	2.714943	0
32.759611	3.250978	0
36.494881	3.733653	0
40.31181	4.146796	0
44.175632	4.474239	0
48.047538	4.70547	0
51.886296	4.831596	0
55.650672	4.846149	0
59.298624	4.747512	0
62.78811	4.537302	0
66.077896	4.219561	0
69.12675	3.804801	0
71.898288	3.305148	0
74.354511	2.738389	0
76.46227	2.121504	0
78.17629	1.473087	0
79.439167	0.85701	0
80.258178	0.378378	0
80.708512	0.092977	0
80.85	0	0
